series	run	learning_rate	wer_percent	best_avg_logprob_wer_percent	eval_name	path	eval_path
ATC 10% train -> ATC test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	30.317273795534668	30.317273795534668	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr3e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	21.316098707403057	21.316098707403057	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr5e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	17.779083431257344	17.779083431257344	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr7e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	17.614571092831962	17.614571092831962	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr1e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	17.156286721504113	17.156286721504113	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr1p2e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	17.485311398354877	17.485311398354877	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr1p5e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	18.73090481786134	18.73090481786134	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr2e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC test	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	26.227967097532318	26.227967097532318	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atc_test/lr3e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 10% train -> ATC val	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	29.884510060721514	29.884510060721514	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	21.443028932015718	21.443028932015718	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	18.311703774258838	18.311703774258838	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	17.478271222764615	17.478271222764615	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	16.775806643648053	16.775806643648053	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	17.490177402071673	17.490177402071673	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	18.94273127753304	18.94273127753304	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATC val	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	27.622335992380044	27.622335992380044	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 10% train -> ATCOSIM test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	21.95035774224892	21.95035774224892	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	19.927568236021553	19.927568236021553	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	20.18814592350499	20.18814592350499	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	20.470806465859905	20.470806465859905	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	20.532638459500046	20.532638459500046	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr1p2e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	25.205370550304746	25.205370550304746	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr1p5e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	24.304390071548447	24.304390071548447	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr2e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 10% train -> ATCOSIM test	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	30.78349969084003	30.78349969084003	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_10pct_lr8_atcosim_test/lr3e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATC test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	21.233842538190366	21.233842538190366	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr3e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	14.864864864864865	14.864864864864865	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr5e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	13.537015276145711	13.537015276145711	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr7e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	13.019976498237368	13.019976498237368	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr1e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	13.513513513513514	13.513513513513514	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr1p2e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	13.52526439482961	13.52526439482961	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr1p5e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	13.748531139835487	13.748531139835487	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr2e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC test	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	17.72032902467685	17.72032902467685	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atc_test/lr3e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 25% train -> ATC val	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	20.740564352899156	20.740564352899156	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	16.120966781759734	16.120966781759734	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	14.442195499464223	14.442195499464223	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	14.275508989165377	14.275508989165377	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	14.204071913323016	14.204071913323016	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	13.799261816882963	13.799261816882963	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	14.585069651148947	14.585069651148947	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATC val	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	18.907012739611858	18.907012739611858	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 25% train -> ATCOSIM test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	19.43291228690045	19.43291228690045	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	18.346435827223743	18.346435827223743	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr5e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	18.266937549686425	18.266937549686425	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr7e-6_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	18.673262079321614	18.673262079321614	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr1e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	19.061920325059624	19.061920325059624	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr1p2e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	20.38689161734829	20.38689161734829	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr1p5e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	23.23116332479463	23.23116332479463	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr2e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 25% train -> ATCOSIM test	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	28.411801077643318	28.411801077643318	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_25pct_lr8_atcosim_test/lr3e-5_b10_b20p9999_clip1_frz8.atcosim_test
ATC 50% train -> ATC test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	16.063454759106932	16.063454759106932	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr3e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	11.386603995299648	11.386603995299648	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr5e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	10.716803760282021	10.716803760282021	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr7e-6_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	10.246768507638073	10.246768507638073	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr1e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	10.352526439482961	10.352526439482961	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr1p2e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	10.528789659224442	10.528789659224442	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr1p5e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	11.774383078730905	11.774383078730905	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr2e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC test	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	15.464159811985901	15.464159811985901	atc_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atc_test/lr3e-5_b10_b20p9999_clip1_frz8.atc_test
ATC 50% train -> ATC val	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	15.882843195618527	15.882843195618527	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr5e-6_b10_b20p9999_clip1_frz8	5e-06	12.049053458745089	12.049053458745089	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr5e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr7e-6_b10_b20p9999_clip1_frz8	7e-06	11.203714727943803	11.203714727943803	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr7e-6_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr1e-5_b10_b20p9999_clip1_frz8	1e-05	10.46553161090606	10.46553161090606	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr1p2e-5_b10_b20p9999_clip1_frz8	1.2e-05	10.358375997142517	10.358375997142517	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1p2e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr1p5e-5_b10_b20p9999_clip1_frz8	1.5e-05	9.655911418025957	9.655911418025957	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr1p5e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr2e-5_b10_b20p9999_clip1_frz8	2e-05	11.227527086557924	11.227527086557924	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr2e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATC val	lr3e-5_b10_b20p9999_clip1_frz8	3e-05	15.870937016311466	15.870937016311466	atc_validation	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-5_b10_b20p9999_clip1_frz8.atc_validation
ATC 50% train -> ATCOSIM test	lr3e-6_b10_b20p9999_clip1_frz8	3e-06	18.571680946912817	18.571680946912817	atcosim_test	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_validation/lr3e-6_b10_b20p9999_clip1_frz8	/home/vol/src/plu/egs/atc/exp/20260614_101922_atc_subsample_50pct_lr8_atcosim_test/lr3e-6_b10_b20p9999_clip1_frz8.atcosim_test
